"ds","y"
2025-03-16,-29
2025-03-23,0
2025-04-06,7
2025-04-13,-1
2025-04-20,4
2025-05-04,0
2025-05-18,3
2025-05-25,12
2025-06-01,10
2025-06-15,-2
2025-06-29,1
2025-07-06,-25
2025-07-27,-9
2025-08-03,0
2025-08-31,23
2025-09-07,9
2025-09-21,1
2025-10-05,0
2025-10-19,4
2025-10-26,-3
