"ds","y"
2024-09-15,0
2024-11-03,3
2025-03-16,6
2025-03-23,13
2025-04-06,1
2025-04-13,10
2025-04-20,2
2025-05-04,-20
2025-05-18,2
2025-05-25,8
2025-06-01,-3
2025-06-15,2
2025-06-29,4
2025-07-06,10
2025-07-27,1
2025-08-03,-29
2025-08-31,22
2025-09-07,-1
2025-09-21,3
2025-10-05,3
2025-10-19,3
2025-10-26,18
