"ds","y"
2025-03-16,24
2025-03-23,13
2025-04-06,23
2025-04-13,1
2025-04-20,13
2025-05-04,13
2025-05-18,-26
2025-05-25,-3
2025-06-01,-27
2025-06-15,23
2025-06-29,-28
2025-07-06,-22
2025-07-27,13
2025-08-03,5
2025-08-31,-5
2025-09-07,2
2025-09-21,19
2025-10-05,16
2025-10-19,8
2025-10-26,13
