"ds","y"
2023-07-30,-20
2023-08-27,1
2023-09-03,3
2023-09-17,0
2023-09-24,0
2023-10-08,-20
2024-10-20,11
2024-10-27,-4
2024-11-03,3
2024-12-01,3
2024-12-08,-25
2025-03-16,-17
2025-03-23,8
2025-04-06,-4
2025-04-13,1
2025-04-20,0
2025-05-04,-22
2025-05-18,1
2025-05-25,7
2025-06-01,2
2025-06-15,-20
2025-06-29,13
2025-07-06,-24
2025-07-27,7
2025-08-03,7
2025-08-31,-1
2025-09-07,4
2025-09-21,16
2025-10-05,-3
2025-10-19,1
2025-10-26,-25
